,state,date,总人口,累积测试人数,每1000人中累积测试人数,总计测试人数增长,累积测试阳性,阳性测试增长,累积测试阴性,累积阳性概率,累积死亡人数,每100000中死亡人数,死亡增长
279,Alaska,2020/12/10,737438,1113360,1509.767601,13805,37962,620,1075398,3.40967881,155,21.02,5
280,Alaska,2020/12/11,737438,1123545,1523.578931,10185,38584,622,1084961,3.434130364,158,21.43,3
281,Alaska,2020/12/12,737438,1133418,1536.967176,9873,39101,517,1094317,3.449830513,176,23.87,18
282,Alaska,2020/12/13,737438,1143098,1550.093703,9680,39738,637,1103360,3.476342361,176,23.87,0
283,Alaska,2020/12/14,737438,1147560,1556.144381,4462,40160,422,1107400,3.499599149,176,23.87,0
284,Alaska,2020/12/15,737438,1157867,1570.121149,10307,40438,278,1117429,3.492456387,179,24.27,3
285,Alaska,2020/12/16,737438,1166145,1581.3465,8278,41041,603,1125104,3.519373663,181,24.54,2
286,Alaska,2020/12/17,737438,1175723,1594.33471,9578,41418,377,1134305,3.522768543,183,24.82,2
287,Alaska,2020/12/18,737438,1184922,1606.808979,9199,41905,487,1143017,3.536519703,183,24.82,0
288,Alaska,2020/12/19,737438,1193118,1617.923134,8196,42235,330,1150883,3.539884571,184,24.95,1
289,Alaska,2020/12/20,737438,1196506,1622.517418,3388,42413,178,1154093,3.544737761,184,24.95,0
290,Alaska,2020/12/21,737438,1200977,1628.580301,4471,42563,150,1158414,3.544031235,184,24.95,0
291,Alaska,2020/12/22,737438,1215282,1647.978542,14305,43001,438,1172281,3.538355707,194,26.31,10
292,Alaska,2020/12/23,737438,1222027,1657.125074,6745,43361,360,1178666,3.54828494,197,26.71,3
293,Alaska,2020/12/24,737438,1227735,1664.865385,5708,43629,268,1184106,3.553617026,199,26.99,2
294,Alaska,2020/12/25,737438,1227735,1664.865385,0,43629,0,1184106,3.553617026,199,26.99,0
295,Alaska,2020/12/26,737438,1245063,1688.362954,17328,43990,361,1201073,3.533154547,200,27.12,1
296,Alaska,2020/12/27,737438,1250251,1695.398122,5188,44280,290,1205971,3.541688829,200,27.12,0
297,Alaska,2020/12/28,737438,1254397,1701.020289,4146,44406,126,1209991,3.540027599,200,27.12,0
298,Alaska,2020/12/29,737438,1259845,1708.408029,5448,44581,175,1215264,3.538609908,201,27.26,1
299,Alaska,2020/12/30,737438,1267092,1718.235296,7247,44966,385,1222126,3.548755734,203,27.53,2
300,Alaska,2020/12/31,737438,1275750,1729.975944,8658,45461,495,1230289,3.563472467,206,27.93,3
301,Alaska,2021/1/1,737438,1275750,1729.975944,0,45461,0,1230289,3.563472467,206,27.93,0
302,Alaska,2021/1/2,737438,1290349,1749.772862,14599,46262,801,1244087,3.585231592,215,29.15,9
303,Alaska,2021/1/3,737438,1293837,1754.502751,3488,46552,290,1247285,3.597980271,215,29.15,0
304,Alaska,2021/1/4,737438,1297498,1759.467237,3661,46812,260,1250686,3.607866833,218,29.56,3
305,Alaska,2021/1/5,737438,1302859,1766.737,5361,47006,194,1255853,3.607911524,218,29.56,0
306,Alaska,2021/1/6,737438,1311015,1777.796913,8156,47334,328,1263681,3.610485006,220,29.83,2
307,Alaska,2021/1/7,737438,1326542,1798.852242,15527,47660,326,1278882,3.592799926,223,30.24,3
308,Alaska,2021/1/8,737438,1337749,1814.049452,11207,48063,403,1289686,3.592826457,223,30.24,0
309,Alaska,2021/1/9,737438,1345573,1824.659158,7824,48374,311,1297199,3.595048355,224,30.38,1
310,Alaska,2021/1/10,737438,1352480,1834.025369,6907,48624,250,1303856,3.595173311,224,30.38,0
311,Alaska,2021/1/11,737438,1357708,1841.114778,5228,48797,173,1308911,3.594071774,224,30.38,0
312,Alaska,2021/1/12,737438,1357708,1841.114778,0,48797,0,1308911,3.594071774,224,30.38,0
313,Alaska,2021/1/13,737438,1370835,1858.915597,13127,49203,406,1321632,3.589272232,226,30.65,2
314,Alaska,2021/1/14,737438,1382276,1874.430122,11441,49535,332,1332741,3.583582439,228,30.92,2
315,Alaska,2021/1/15,737438,1389226,1883.854643,6950,49835,300,1339391,3.587249303,229,31.05,1
316,Alaska,2021/1/16,737438,1398649,1896.632666,9423,50017,182,1348632,3.576093788,229,31.05,0
317,Alaska,2021/1/17,737438,1404756,1904.91404,6107,50296,279,1354460,3.58040827,229,31.05,0
318,Alaska,2021/1/18,737438,1410760,1913.055742,6004,50447,151,1360313,3.575873997,229,31.05,0
319,Alaska,2021/1/19,737438,1414531,1918.169392,3771,50572,125,1363959,3.575177921,230,31.19,1
320,Alaska,2021/1/20,737438,1420122,1925.751046,5591,50732,160,1369390,3.572369134,253,34.31,23
321,Alaska,2021/1/21,737438,1430967,1940.457367,10845,50941,209,1380026,3.559900403,254,34.44,1
322,Alaska,2021/1/22,737438,1438958,1951.293532,7991,51204,263,1387754,3.558408237,254,34.44,0
323,Alaska,2021/1/23,737438,1446514,1961.539818,7556,51445,241,1395069,3.556481306,259,35.12,5
324,Alaska,2021/1/24,737438,1453470,1970.972475,6956,51610,165,1401860,3.550812882,259,35.12,0
325,Alaska,2021/1/25,737438,1457053,1975.831189,3583,51693,83,1405360,3.547777603,259,35.12,0
326,Alaska,2021/1/26,737438,1460189,1980.083749,3136,51778,85,1408411,3.545979322,260,35.26,1
327,Alaska,2021/1/27,737438,1467400,1989.862199,7211,51951,173,1415449,3.540343465,261,35.39,1
328,Alaska,2021/1/28,737438,1479849,2006.743618,12449,52150,199,1427699,3.524008193,262,35.53,1
329,Alaska,2021/1/29,737438,1489766,2020.191528,9917,52335,185,1437431,3.512967808,262,35.53,0
330,Alaska,2021/1/30,737438,1495885,2028.489175,6119,52470,135,1443415,3.507622578,262,35.53,0
331,Alaska,2021/1/31,737438,1500325,2034.51002,4440,52598,128,1447727,3.505773749,262,35.53,0
332,Alaska,2021/2/1,737438,1507662,2044.459331,7337,52668,70,1454994,3.493355938,262,35.53,0
333,Alaska,2021/2/2,737438,1511785,2050.050309,4123,52775,107,1459010,3.490906445,279,37.83,17
334,Alaska,2021/2/3,737438,1520206,2061.469574,8421,52956,181,1467250,3.483475266,279,37.83,0
335,Alaska,2021/2/4,737438,1529566,2074.162167,9360,53114,158,1476452,3.472488274,279,37.83,0
336,Alaska,2021/2/5,737438,1536911,2084.122326,7345,53279,165,1483632,3.466628842,279,37.83,0
337,Alaska,2021/2/6,737438,1536911,2084.122326,0,53279,0,1483632,3.466628842,279,37.83,0
338,Alaska,2021/2/7,737438,1536911,2084.122326,0,53279,0,1483632,3.466628842,279,37.83,0
339,Alaska,2021/2/8,737438,1555532,2109.373263,18621,53694,415,1501838,3.451809413,279,37.83,0
340,Alaska,2021/2/9,737438,1561249,2117.125779,5717,53809,115,1507440,3.446535434,280,37.97,1
341,Alaska,2021/2/10,737438,1568003,2126.284515,6754,53991,182,1514012,3.443296983,280,37.97,0
342,Alaska,2021/2/11,737438,1577356,2138.967615,9353,54134,143,1523222,3.43194561,280,37.97,0
343,Alaska,2021/2/12,737438,1584548,2148.720299,7192,54282,148,1530266,3.425708783,282,38.24,2
344,Alaska,2021/2/13,737438,1584548,2148.720299,0,54282,0,1530266,3.425708783,282,38.24,0
345,Alaska,2021/2/14,737438,1584548,2148.720299,0,54282,0,1530266,3.425708783,282,38.24,0
346,Alaska,2021/2/15,737438,1584548,2148.720299,0,54282,0,1530266,3.425708783,282,38.24,0
347,Alaska,2021/2/16,737438,1605827,2177.575606,21279,54736,454,1551091,3.408586355,287,38.92,5
348,Alaska,2021/2/17,737438,1611971,2185.907154,6144,54799,63,1557172,3.399502845,288,39.05,1
349,Alaska,2021/2/18,737438,1619459,2196.061228,7488,55009,210,1564450,3.396751631,288,39.05,0
350,Alaska,2021/2/19,737438,1629829,2210.123427,10370,55198,189,1574631,3.386735664,289,39.19,1
351,Alaska,2021/2/20,737438,1629829,2210.123427,0,55198,0,1574631,3.386735664,289,39.19,0
352,Alaska,2021/2/21,737438,1629829,2210.123427,0,55198,0,1574631,3.386735664,289,39.19,0
353,Alaska,2021/2/22,737438,1648785,2235.828639,18956,55507,309,1593278,3.366539603,290,39.33,1
354,Alaska,2021/2/23,737438,1653425,2242.120694,4640,55560,53,1597865,3.360297564,290,39.33,0
355,Alaska,2021/2/24,737438,1662156,2253.960333,8731,55736,176,1606420,3.353235196,290,39.33,0
356,Alaska,2021/2/25,737438,1671043,2266.011516,8887,55886,150,1615157,3.344378331,290,39.33,0
357,Alaska,2021/2/26,737438,1679675,2277.716906,8632,55989,103,1623686,3.333323411,290,39.33,0
358,Alaska,2021/2/27,737438,1679675,2277.716906,0,55989,0,1623686,3.333323411,290,39.33,0
359,Alaska,2021/2/28,737438,1679675,2277.716906,0,55989,0,1623686,3.333323411,290,39.33,0
360,Alaska,2021/3/1,737438,1698031,2302.60849,18356,56339,350,1641692,3.317901734,300,40.68,10
361,Alaska,2021/3/2,737438,1704660,2311.597721,6629,56428,89,1648232,3.31022022,302,40.95,2
362,Alaska,2021/3/3,737438,1711018,2320.219463,6358,56605,177,1654413,3.308264437,303,41.09,1
363,Alaska,2021/3/4,737438,1724484,2338.479981,13466,56745,140,1667739,3.290549521,303,41.09,0
364,Alaska,2021/3/5,737438,1731628,2348.167575,7144,56886,141,1674742,3.285116665,305,41.36,2
365,Alaska,2021/3/6,737438,1731628,2348.167575,0,56886,0,1674742,3.285116665,305,41.36,0
366,Alaska,2021/3/7,737438,1731628,2348.167575,0,56886,0,1674742,3.285116665,305,41.36,0
371,Alabama,2020/3/11,4887871,10,0.002045881,10,0,0,10,0,0,0,0
372,Alabama,2020/3/12,4887871,10,0.002045881,0,0,0,10,0,0,0,0
373,Alabama,2020/3/13,4887871,12,0.002455057,2,1,1,11,8.333333333,0,0,0
374,Alabama,2020/3/14,4887871,28,0.005728465,16,6,5,22,21.42857143,0,0,0
375,Alabama,2020/3/15,4887871,40,0.008183522,12,12,6,28,30,0,0,0
376,Alabama,2020/3/16,4887871,56,0.011456931,16,28,16,28,50,0,0,0
377,Alabama,2020/3/17,4887871,64,0.013093635,8,36,8,28,56.25,0,0,0
378,Alabama,2020/3/18,4887871,74,0.015139516,10,46,10,28,62.16216216,0,0,0
379,Alabama,2020/3/19,4887871,96,0.019640453,22,68,22,28,70.83333333,0,0,0
380,Alabama,2020/3/20,4887871,109,0.022300098,13,81,13,28,74.31192661,0,0,0
381,Alabama,2020/3/21,4887871,152,0.031097384,43,124,43,28,81.57894737,0,0,0
382,Alabama,2020/3/22,4887871,1602,0.327750057,1450,138,14,1464,8.61423221,0,0,0
383,Alabama,2020/3/23,4887871,1832,0.374805309,230,167,29,1665,9.115720524,0,0,0
384,Alabama,2020/3/24,4887871,2321,0.474848866,489,215,48,2106,9.2632486,0,0,0
385,Alabama,2020/3/25,4887871,2812,0.575301599,491,283,68,2529,10.06401138,0,0,0
386,Alabama,2020/3/26,4887871,4099,0.83860642,1287,506,223,3593,12.34447426,1,0.02,1
387,Alabama,2020/3/27,4887871,4771,0.97608959,672,587,81,4184,12.30350031,3,0.06,2
388,Alabama,2020/3/28,4887871,4880,0.998389687,109,696,109,4184,14.26229508,3,0.06,0
389,Alabama,2020/3/29,4887871,4990,1.020894373,110,806,110,4184,16.15230461,4,0.08,1
390,Alabama,2020/3/30,4887871,6553,1.340665496,1563,859,53,5694,13.10849992,6,0.12,2
391,Alabama,2020/3/31,4887871,7279,1.489196421,726,981,122,6298,13.47712598,13,0.27,7
392,Alabama,2020/4/1,4887871,7774,1.590467506,495,1077,96,6697,13.85387188,26,0.53,13
393,Alabama,2020/4/2,4887871,8736,1.787281211,962,1233,156,7503,14.11401099,32,0.65,6
394,Alabama,2020/4/3,4887871,9619,1.96793246,883,1432,199,8187,14.88720241,35,0.72,3
395,Alabama,2020/4/4,4887871,10853,2.220394114,1234,1580,148,9273,14.55818668,43,0.88,8
396,Alabama,2020/4/5,4887871,13078,2.675602527,2225,1796,216,11282,13.7329867,45,0.92,2
397,Alabama,2020/4/6,4887871,14765,3.020742569,1687,1968,172,12797,13.32881815,50,1.02,5
398,Alabama,2020/4/7,4887871,14916,3.051635364,151,2119,151,12797,14.20622151,56,1.15,6
399,Alabama,2020/4/8,4887871,19122,3.912132706,4206,2369,250,16753,12.38887146,66,1.35,10
400,Alabama,2020/4/9,4887871,20827,4.260955332,1705,2769,400,18058,13.29524175,74,1.51,8
401,Alabama,2020/4/10,4887871,21026,4.301668354,199,2968,199,18058,14.11585656,80,1.64,6
402,Alabama,2020/4/11,4887871,21249,4.347291489,223,3191,223,18058,15.01717728,91,1.86,11
403,Alabama,2020/4/12,4887871,21583,4.415623898,334,3525,334,18058,16.33229857,93,1.9,2
404,Alabama,2020/4/13,4887871,29182,5.970288496,7599,3734,209,25448,12.79555891,99,2.03,6
405,Alabama,2020/4/14,4887871,33117,6.775342475,3935,3876,142,29241,11.70395869,110,2.25,11
406,Alabama,2020/4/15,4887871,34077,6.971747004,960,4113,237,29964,12.06972445,121,2.48,11
407,Alabama,2020/4/16,4887871,36391,7.445163753,2314,4345,232,32046,11.93976533,133,2.72,12
408,Alabama,2020/4/17,4887871,37848,7.743248543,1457,4530,185,33318,11.96892834,144,2.95,11
409,Alabama,2020/4/18,4887871,42538,8.702766501,4690,4655,125,37883,10.94315671,146,2.99,2
410,Alabama,2020/4/19,4887871,45712,9.352128974,3174,4837,182,40875,10.58146657,154,3.15,8
411,Alabama,2020/4/20,4887871,45900,9.390591527,188,5025,188,40875,10.94771242,167,3.42,13
412,Alabama,2020/4/21,4887871,48526,9.927839749,2626,5231,206,43295,10.77978815,177,3.62,10
413,Alabama,2020/4/22,4887871,48760,9.975713353,234,5465,234,43295,11.20795734,194,3.97,17
414,Alabama,2020/4/23,4887871,52641,10.76971958,3881,5778,313,46863,10.97623525,197,4.03,3
415,Alabama,2020/4/24,4887871,52695,10.78076733,54,5832,54,46863,11.06746371,197,4.03,0
416,Alabama,2020/4/25,4887871,71344,14.59612989,18649,6137,305,65207,8.60198475,212,4.34,15
417,Alabama,2020/4/26,4887871,73551,15.04765572,2207,6270,133,67281,8.524697149,216,4.42,4
418,Alabama,2020/4/27,4887871,73997,15.13890199,446,6499,229,67498,8.782788491,222,4.54,6
419,Alabama,2020/4/28,4887871,75827,15.51329812,1830,6687,188,69140,8.81875849,242,4.95,20
420,Alabama,2020/4/29,4887871,80449,16.45890409,4622,6842,155,73607,8.504766995,245,5.01,3
421,Alabama,2020/4/30,4887871,87196,17.83925967,6747,7019,177,80177,8.049681178,269,5.5,24
422,Alabama,2020/5/1,4887871,91933,18.80839327,4737,7158,139,84775,7.786105098,279,5.71,10
423,Alabama,2020/5/2,4887871,92209,18.86485957,276,7434,276,84775,8.06211975,288,5.89,9
424,Alabama,2020/5/3,4887871,92500,18.92439469,291,7725,291,84775,8.351351351,290,5.93,2
425,Alabama,2020/5/4,4887871,103117,21.09650602,10617,8025,300,95092,7.782421909,296,6.06,6
426,Alabama,2020/5/5,4887871,106766,21.84304782,3649,8285,260,98481,7.759961036,313,6.4,17
427,Alabama,2020/5/6,4887871,109516,22.40566496,2750,8581,296,100935,7.835384784,340,6.96,27
428,Alabama,2020/5/7,4887871,115173,23.56301956,5657,8898,317,106275,7.72576906,349,7.14,9
429,Alabama,2020/5/8,4887871,120114,24.57388912,4941,9221,323,110893,7.676873637,375,7.67,26
430,Alabama,2020/5/9,4887871,125494,25.67457284,5380,9567,346,115927,7.623472039,388,7.94,13
431,Alabama,2020/5/10,4887871,127421,26.06881401,1927,9777,210,117644,7.672989539,393,8.04,5
432,Alabama,2020/5/11,4887871,129444,26.48269564,2023,10009,232,119435,7.732301227,401,8.2,8
433,Alabama,2020/5/12,4887871,133218,27.25481094,3774,10310,301,122908,7.739194403,429,8.78,28
434,Alabama,2020/5/13,4887871,133218,27.25481094,0,10617,307,125755,7.969643742,449,9.19,20
435,Alabama,2020/5/14,4887871,136372,27.90008165,3154,10968,351,131017,8.042706714,467,9.55,18
436,Alabama,2020/5/15,4887871,146063,29.88274445,9691,11216,248,134847,7.678878292,476,9.74,9
437,Alabama,2020/5/16,4887871,153494,31.40303826,7431,11523,307,141971,7.507133829,485,9.92,9
438,Alabama,2020/5/17,4887871,156350,31.98734173,2856,11771,248,144579,7.528621682,488,9.98,3
439,Alabama,2020/5/18,4887871,157123,32.14548829,773,12086,315,145037,7.692062906,489,10,1
440,Alabama,2020/5/19,4887871,157566,32.2361208,443,12376,290,145190,7.854486374,504,10.31,15
441,Alabama,2020/5/20,4887871,164450,33.64450494,6884,12744,368,151706,7.749467923,517,10.58,13
442,Alabama,2020/5/21,4887871,170739,34.93115919,6289,13119,375,157620,7.683657512,529,10.82,12
443,Alabama,2020/5/22,4887871,177768,36.3692086,7029,13563,444,164205,7.629607128,537,10.99,8
444,Alabama,2020/5/23,4887871,182676,37.37332675,4908,13938,375,168738,7.629902122,546,11.17,9
445,Alabama,2020/5/24,4887871,185799,38.01225523,3123,14327,389,171472,7.71102105,551,11.27,5
446,Alabama,2020/5/25,4887871,190315,38.93617487,4516,14730,403,175585,7.739799806,562,11.5,11
447,Alabama,2020/5/26,4887871,193759,39.64077612,3444,15396,666,178363,7.945953478,575,11.76,13
448,Alabama,2020/5/27,4887871,195794,40.0571128,2035,15843,447,179951,8.091667773,581,11.89,6
449,Alabama,2020/5/28,4887871,200481,41.01601699,4687,16310,467,184171,8.135434281,590,12.07,9
450,Alabama,2020/5/29,4887871,208883,42.7349658,8402,16823,513,192060,8.053790878,605,12.38,15
451,Alabama,2020/5/30,4887871,212201,43.41378895,3318,17359,536,194842,8.180451553,618,12.64,13
452,Alabama,2020/5/31,4887871,221307,45.27676774,9106,17903,544,199650,8.089667295,631,12.91,13
453,Alabama,2020/6/1,4887871,223235,45.6712135,1928,18363,460,205160,8.22586064,646,13.22,15
454,Alabama,2020/6/2,4887871,223802,45.78721492,567,18642,279,205160,8.329684274,651,13.32,5
455,Alabama,2020/6/3,4887871,231297,47.32060236,7495,18851,209,212743,8.150127325,653,13.36,2
456,Alabama,2020/6/4,4887871,235299,48.13936374,4002,19072,221,216227,8.105431812,653,13.36,0
457,Alabama,2020/6/5,4887871,239159,48.92907362,3860,19387,315,220086,8.106322572,676,13.83,23
458,Alabama,2020/6/6,4887871,245310,50.18749472,6151,20043,656,225601,8.17047817,689,14.1,13
459,Alabama,2020/6/7,4887871,259232,53.03576956,13922,20500,457,239066,7.907974324,692,14.16,3
460,Alabama,2020/6/8,4887871,259232,53.03576956,0,20925,425,239066,8.071920133,718,14.69,26
461,Alabama,2020/6/9,4887871,267388,54.7043897,8156,21422,497,246317,8.01157868,729,14.91,11
462,Alabama,2020/6/10,4887871,272694,55.7899339,5306,21989,567,251068,8.063617095,744,15.22,15
463,Alabama,2020/6/11,4887871,278455,56.96856566,5761,22845,856,255981,8.204198165,755,15.45,11
464,Alabama,2020/6/12,4887871,286008,58.51381921,7553,23710,865,262675,8.289977903,769,15.73,14
465,Alabama,2020/6/13,4887871,292872,59.91811159,6864,24601,891,268651,8.399915321,773,15.81,4
466,Alabama,2020/6/14,4887871,297075,60.77799516,4203,25615,1014,271840,8.62240175,773,15.81,0
467,Alabama,2020/6/15,4887871,302294,61.8457402,5219,26272,657,276402,8.690877093,774,15.84,1
468,Alabama,2020/6/16,4887871,305036,62.40672064,2742,26912,640,278512,8.822565205,785,16.06,11
469,Alabama,2020/6/17,4887871,310325,63.48878684,5289,27312,400,283411,8.801095626,790,16.16,5
470,Alabama,2020/6/18,4887871,322124,65.90272125,11799,28206,894,294328,8.756255355,810,16.57,20
471,Alabama,2020/6/19,4887871,330906,67.69941351,8782,29002,796,302323,8.764422525,822,16.82,12
472,Alabama,2020/6/20,4887871,339100,69.37580799,8194,29549,547,309974,8.713948688,838,17.14,16
473,Alabama,2020/6/21,4887871,344255,70.4304594,5155,30021,472,314657,8.720570507,839,17.16,1
474,Alabama,2020/6/22,4887871,348687,71.33719364,4432,30454,433,318656,8.733907487,841,17.21,2
475,Alabama,2020/6/23,4887871,353611,72.3445852,4924,31097,643,322941,8.79412688,864,17.68,23
476,Alabama,2020/6/24,4887871,358319,73.30778574,4708,32064,967,326695,8.948450961,891,18.23,27
477,Alabama,2020/6/25,4887871,369005,75.49401365,10686,33206,1142,336252,8.998794054,896,18.33,5
478,Alabama,2020/6/26,4887871,377857,77.30502708,8852,34183,977,344140,9.046544063,907,18.56,11
479,Alabama,2020/6/27,4887871,384026,78.56713076,6169,35083,900,348943,9.135579362,919,18.8,12
480,Alabama,2020/6/28,4887871,385803,78.93068373,1777,35441,358,350839,9.18629456,919,18.8,0
481,Alabama,2020/6/29,4887871,392800,80.36218632,6997,37175,1734,356118,9.46410387,929,19.01,10
482,Alabama,2020/6/30,4887871,406143,83.09200468,13343,38045,870,368607,9.367390303,950,19.44,21
483,Alabama,2020/7/1,4887871,413433,84.58345157,7290,38962,917,374991,9.424017918,972,19.89,22
484,Alabama,2020/7/2,4887871,419221,85.76760721,5788,40111,1149,379617,9.567984428,985,20.15,13
485,Alabama,2020/7/3,4887871,430128,87.99904907,10907,41865,1754,388766,9.733149202,1006,20.58,21
486,Alabama,2020/7/4,4887871,441585,90.34301437,11457,42862,997,399226,9.706398542,1007,20.6,1
487,Alabama,2020/7/5,4887871,449383,91.93839199,7798,43953,1091,405933,9.78074382,1007,20.6,0
488,Alabama,2020/7/6,4887871,454592,93.00409115,5209,44878,925,410217,9.872149092,1007,20.6,0
489,Alabama,2020/7/7,4887871,460842,94.28276646,6250,45785,907,415579,9.935075362,1033,21.13,26
490,Alabama,2020/7/8,4887871,467754,95.69687907,6912,46962,1177,421330,10.03989276,1058,21.65,25
491,Alabama,2020/7/9,4887871,467754,95.69687907,0,49174,2212,421330,10.51279091,1068,21.85,10
492,Alabama,2020/7/10,4887871,491600,100.5754857,23846,50508,1334,441708,10.27420667,1104,22.59,36
493,Alabama,2020/7/11,4887871,501367,102.5736972,9767,51947,1439,450073,10.36107283,1114,22.79,10
494,Alabama,2020/7/12,4887871,510827,104.5091002,9460,53587,1640,457919,10.49024425,1121,22.93,7
495,Alabama,2020/7/13,4887871,518827,106.1458046,8000,55545,1958,464059,10.70588077,1124,23,3
496,Alabama,2020/7/14,4887871,528275,108.0787525,9448,57255,1710,471834,10.83810515,1164,23.81,40
497,Alabama,2020/7/15,4887871,540207,110.5198971,11932,59067,1812,481982,10.93414191,1211,24.78,47
498,Alabama,2020/7/16,4887871,550179,112.5600492,9972,61088,2021,490021,11.10329547,1230,25.16,19
499,Alabama,2020/7/17,4887871,562135,115.0061039,11956,63091,2003,500024,11.22346056,1265,25.88,35
500,Alabama,2020/7/18,4887871,573441,117.3191764,11306,65234,2143,509261,11.37588697,1286,26.31,21
501,Alabama,2020/7/19,4887871,584387,119.5585972,10946,67011,1777,518522,11.46688752,1287,26.33,1
502,Alabama,2020/7/20,4887871,592608,121.2405156,8221,68891,1880,524897,11.625054,1291,26.41,4
503,Alabama,2020/7/21,4887871,599098,122.568292,6490,70358,1467,530023,11.74398846,1303,26.66,12
504,Alabama,2020/7/22,4887871,608088,124.4075386,8990,71813,1455,537675,11.80963939,1364,27.91,61
