,state,date,总人口,累积测试人数,每1000人中累积测试人数,总计测试人数增长,累积测试阳性,阳性测试增长,累积测试阴性,累积阳性概率,累积死亡人数,每100000中死亡人数,死亡增长
3449,Florida,2020/6/11,21299325,1362057,63.94836456,27796,67039,1669,1237679,4.921893871,2938,13.79,49
3450,Florida,2020/6/12,21299325,1392549,65.37995922,30492,68673,1634,1264928,4.931460222,2967,13.93,29
3451,Florida,2020/6/13,21299325,1427556,67.02353244,35007,71149,2476,1296861,4.983972608,3016,14.16,49
3452,Florida,2020/6/14,21299325,1473348,69.17345972,45792,73282,2133,1333447,4.973841889,3022,14.19,6
3453,Florida,2020/6/15,21299325,1504255,70.62453857,30907,75042,1760,1352858,4.988648866,3030,14.23,8
3454,Florida,2020/6/16,21299325,1538668,72.24022358,34413,77733,2691,1380200,5.051967026,3085,14.48,55
3455,Florida,2020/6/17,21299325,1561493,73.31185378,22825,80160,2427,1403040,5.133548469,3110,14.6,25
3456,Florida,2020/6/18,21299325,1590585,74.67771866,29092,82854,2694,1425386,5.209026867,3154,14.81,44
3457,Florida,2020/6/19,21299325,1622106,76.15762471,31521,86167,3313,1443123,5.312044959,3197,15.01,43
3458,Florida,2020/6/20,21299325,1653080,77.6118492,30974,90169,4002,1467475,5.454605948,3237,15.2,40
3459,Florida,2020/6/21,21299325,1690172,79.35331284,37092,94786,4617,1502005,5.608068291,3254,15.28,17
3460,Florida,2020/6/22,21299325,1724166,80.94932586,33994,97537,2751,1517270,5.657053903,3266,15.33,12
3461,Florida,2020/6/23,21299325,1757843,82.53045578,33677,101335,3798,1537249,5.764735531,3333,15.65,67
3462,Florida,2020/6/24,21299325,1790441,84.06092681,32598,106806,5471,1559328,5.965345968,3377,15.85,44
3463,Florida,2020/6/25,21299325,1843506,86.55232032,53065,111797,4991,1606626,6.064368654,3423,16.07,46
3464,Florida,2020/6/26,21299325,1908520,89.60471752,65014,120611,8814,1645925,6.319608912,3464,16.26,41
3465,Florida,2020/6/27,21299325,1979724,92.94773426,71204,130145,9534,1696980,6.573896159,3489,16.38,25
3466,Florida,2020/6/28,21299325,2044514,95.98961469,64790,138499,8354,1740822,6.774177139,3518,16.52,29
3467,Florida,2020/6/29,21299325,2082221,97.75995249,37707,143862,5363,1766402,6.909064888,3546,16.65,28
3468,Florida,2020/6/30,21299325,2121648,99.61104401,39427,149889,6027,1792561,7.06474401,3604,16.92,58
3469,Florida,2020/7/1,21299325,2163496,101.5758011,41848,156434,6545,1821357,7.230611935,3650,17.14,46
3470,Florida,2020/7/2,21299325,2225989,104.5098378,62493,165876,9442,1863077,7.451788845,3718,17.46,68
3471,Florida,2020/7/3,21299325,2286612,107.3560782,60623,175200,9324,1902766,7.661990753,3785,17.77,67
3472,Florida,2020/7/4,21299325,2364452,111.0106541,77840,186530,11330,1956445,7.888931558,3803,17.86,18
3473,Florida,2020/7/5,21299325,2428240,114.0054908,63788,196386,9856,2000088,8.087586071,3832,17.99,29
3474,Florida,2020/7/6,21299325,2468749,115.907382,40509,202623,6237,2027493,8.207517249,3880,18.22,48
3475,Florida,2020/7/7,21299325,2512111,117.9432212,43362,209922,7299,2055400,8.356398264,3943,18.51,63
3476,Florida,2020/7/8,21299325,2579547,121.1093309,67436,219869,9947,2096424,8.523550841,3991,18.74,48
3477,Florida,2020/7/9,21299325,2626323,123.3054569,46776,228759,8890,2124680,8.710238611,4111,19.3,120
3478,Florida,2020/7/10,21299325,2711279,127.2941279,84956,240009,11250,2177476,8.852242798,4203,19.73,92
3479,Florida,2020/7/11,21299325,2788787,130.9331164,77508,250283,10274,2220788,8.974618714,4301,20.19,98
3480,Florida,2020/7/12,21299325,2917932,136.9964541,129145,265432,15149,2304196,9.096579358,4346,20.4,45
3481,Florida,2020/7/13,21299325,3018914,141.7375433,100982,277639,12207,2357139,9.196651511,4381,20.57,35
3482,Florida,2020/7/14,21299325,3078403,144.5305426,59489,286822,9183,2393614,9.317233644,4514,21.19,133
3483,Florida,2020/7/15,21299325,3149444,147.8659065,71041,296814,9992,2434143,9.424330136,4626,21.72,112
3484,Florida,2020/7/16,21299325,3252528,152.7056843,103084,310573,13759,2499843,9.548664915,4782,22.45,156
3485,Florida,2020/7/17,21299325,3344252,157.0121119,91724,321747,11174,2553527,9.620895794,4912,23.06,130
3486,Florida,2020/7/18,21299325,3424946,160.8006827,80694,331920,10173,2594419,9.691247687,5002,23.48,90
3487,Florida,2020/7/19,21299325,3526542,165.5705991,101596,344305,12385,2652594,9.763246829,5091,23.9,89
3488,Florida,2020/7/20,21299325,3595456,168.8061007,68914,354710,10405,2691712,9.865508019,5183,24.33,92
3489,Florida,2020/7/21,21299325,3661911,171.9261526,66455,363973,9263,2729916,9.939427801,5319,24.97,136
3490,Florida,2020/7/22,21299325,3750496,176.0852046,88585,373637,9664,2775092,9.962335648,5459,25.63,140
3491,Florida,2020/7/23,21299325,3830539,179.843211,80043,383749,10112,2821074,10.01814627,5632,26.44,173
3492,Florida,2020/7/24,21299325,3921208,184.1001065,90669,396069,12320,2874324,10.10068836,5768,27.08,136
3493,Florida,2020/7/25,21299325,4023711,188.9126064,102503,408114,12045,2921866,10.14272645,5894,27.67,126
3494,Florida,2020/7/26,21299325,4105191,192.7380797,81480,417360,9246,2962648,10.16664024,5972,28.04,78
3495,Florida,2020/7/27,21299325,4180523,196.2749054,75332,426164,8804,2998750,10.19403553,6049,28.4,77
3496,Florida,2020/7/28,21299325,4256937,199.8625309,76414,435302,9138,3038322,10.22570924,6240,29.3,191
3497,Florida,2020/7/29,21299325,4331458,203.3612802,74521,444622,9320,3075342,10.26495005,6457,30.32,217
3498,Florida,2020/7/30,21299325,4411574,207.122714,80116,454457,9835,3117738,10.30147063,6709,31.5,252
3499,Florida,2020/7/31,21299325,4493776,210.9820851,82202,463357,8900,3157702,10.3110836,6966,32.71,257
3500,Florida,2020/8/1,21299325,4578231,214.9472342,84455,472859,9502,3199415,10.32842161,7144,33.54,178
3501,Florida,2020/8/2,21299325,4652563,218.4371101,74332,479915,7056,3233865,10.3150672,7206,33.83,62
3502,Florida,2020/8/3,21299325,4704476,220.8744174,51913,484729,4814,3260914,10.30357047,7279,34.17,73
3503,Florida,2020/8/4,21299325,4752867,223.1463673,48391,490086,5357,3287128,10.31137627,7526,35.33,247
3504,Florida,2020/8/5,21299325,4801814,225.4444214,48947,495510,5424,3312145,10.31922519,7751,36.39,225
3505,Florida,2020/8/6,21299325,4890559,229.6109853,88745,503083,7573,3346974,10.28681997,7871,36.95,120
3506,Florida,2020/8/7,21299325,4964316,233.073865,73757,510624,7541,3378864,10.28588833,8051,37.8,180
3507,Florida,2020/8/8,21299325,5047703,236.9888717,83387,518967,8343,3419295,10.2812507,8238,38.68,187
3508,Florida,2020/8/9,21299325,5119253,240.3481331,71550,525106,6139,3452857,10.25747311,8315,39.04,77
3509,Florida,2020/8/10,21299325,5167187,242.598627,47934,529256,4150,3476896,10.24263298,8408,39.48,93
3510,Florida,2020/8/11,21299325,5222659,245.2030287,55472,535018,5762,3506483,10.24416873,8685,40.78,277
3511,Florida,2020/8/12,21299325,5289628,248.3472129,66969,543113,8095,3536678,10.26750841,8898,41.78,213
3512,Florida,2020/8/13,21299325,5354124,251.3752901,64496,549340,6227,3564981,10.26012845,9047,42.48,149
3513,Florida,2020/8/14,21299325,5428856,254.8839459,74732,557337,7997,3597280,10.26619605,9276,43.55,229
3514,Florida,2020/8/15,21299325,5509603,258.675005,80747,563628,6291,3633088,10.22992038,9480,44.51,204
3515,Florida,2020/8/16,21299325,5558341,260.9632465,48738,567375,3747,3659212,10.2076321,9587,45.01,107
3516,Florida,2020/8/17,21299325,5590913,262.4924968,32572,570024,2649,3676782,10.19554409,9674,45.42,87
3517,Florida,2020/8/18,21299325,5639141,264.7567939,48228,573811,3787,3699108,10.17550368,9893,46.45,219
3518,Florida,2020/8/19,21299325,5696967,267.4717157,57826,577891,4080,3722192,10.14383619,10067,47.26,174
3519,Florida,2020/8/20,21299325,5763199,270.5812978,66232,582407,4516,3747150,10.10562016,10186,47.82,119
3520,Florida,2020/8/21,21299325,5830583,273.7449661,67384,587023,4616,3773926,10.06799835,10304,48.38,118
3521,Florida,2020/8/22,21299325,5915679,277.7402101,85096,591283,4260,3804250,9.995183985,10411,48.88,107
3522,Florida,2020/8/23,21299325,5968059,280.1994429,52380,594287,3004,3828062,9.957793648,10462,49.12,51
3523,Florida,2020/8/24,21299325,6007222,282.0381397,39163,596511,2224,3844327,9.929897713,10534,49.46,72
3524,Florida,2020/8/25,21299325,6043455,283.7392734,36233,599176,2665,3861022,9.914461182,10717,50.32,183
3525,Florida,2020/8/26,21299325,6099975,286.3928786,56520,602113,2937,3884096,9.870745372,10872,51.04,155
3526,Florida,2020/8/27,21299325,6150627,288.7709822,50652,605342,3229,3905373,9.84195595,11011,51.7,139
3527,Florida,2020/8/28,21299325,6215891,291.8351168,65264,609074,3732,3931871,9.798659597,11099,52.11,88
3528,Florida,2020/8/29,21299325,6278817,294.7894828,62926,612206,3132,3956208,9.750339913,11249,52.81,150
3529,Florida,2020/8/30,21299325,6330707,297.2257102,51890,614753,2547,3978022,9.71065317,11263,52.88,14
3530,Florida,2020/8/31,21299325,6364260,298.8010183,33553,616629,1876,3992068,9.68893477,11331,53.2,68
3531,Florida,2020/9/1,21299325,6474550,303.9791167,110290,624116,7487,4044826,9.639527071,11521,54.09,190
3532,Florida,2020/9/2,21299325,6518566,306.0456611,44016,626426,2310,4060360,9.609874319,11651,54.7,130
3533,Florida,2020/9/3,21299325,6575983,308.7413803,57417,629913,3487,4080683,9.578993741,11800,55.4,149
3534,Florida,2020/9/4,21299325,6638472,311.6752291,62489,633060,3147,4099796,9.536230627,11903,55.88,103
3535,Florida,2020/9/5,21299325,6699970,314.5625507,61498,636653,3593,4119940,9.50232613,11963,56.17,60
3536,Florida,2020/9/6,21299325,6749937,316.9084936,49967,639166,2513,4138339,9.469214305,12001,56.34,38
3537,Florida,2020/9/7,21299325,6790731,318.8237655,40794,640978,1812,4153415,9.439013267,12023,56.45,22
3538,Florida,2020/9/8,21299325,6827065,320.5296412,36334,642775,1797,4166781,9.415100047,12067,56.65,44
3539,Florida,2020/9/9,21299325,6865939,322.3547695,38874,644781,2006,4179100,9.391009737,12269,57.6,202
3540,Florida,2020/9/10,21299325,6911776,324.5068095,45837,647318,2537,4195528,9.365436611,12482,58.6,213
3541,Florida,2020/9/11,21299325,6977912,327.6118844,66136,650922,3604,4218375,9.328320564,12658,59.43,176
3542,Florida,2020/9/12,21299325,7049267,330.9619906,71355,654090,3168,4240109,9.278837076,12756,59.89,98
3543,Florida,2020/9/13,21299325,7105309,333.5931538,56042,656485,2395,4259936,9.239358908,12764,59.93,8
3544,Florida,2020/9/14,21299325,7151340,335.7543021,46031,658203,1718,4275278,9.203911435,12800,60.1,36
3545,Florida,2020/9/15,21299325,7214436,338.7166495,63096,660946,2743,4300001,9.161436875,12946,60.78,146
3546,Florida,2020/9/16,21299325,7266009,341.1379938,51573,663234,2288,4312822,9.127899511,13100,61.5,154
3547,Florida,2020/9/17,21299325,7339212,344.5748633,73203,666507,3273,4336517,9.081451796,13247,62.19,147
3548,Florida,2020/9/18,21299325,7415354,348.1497184,76142,669684,3177,4360601,9.031045585,13387,62.85,140
3549,Florida,2020/9/19,21299325,7493574,351.8221352,78220,673194,3510,4387321,8.983617163,13450,63.15,63
3550,Florida,2020/9/20,21299325,7547048,354.3327312,53474,675691,2497,4411335,8.953050252,13459,63.19,9
3551,Florida,2020/9/21,21299325,7585328,356.1299713,38280,677362,1671,4427821,8.929897296,13480,63.29,21
3552,Florida,2020/9/22,21299325,7625850,358.0324729,40522,679776,2414,4444433,8.914101379,13579,63.75,99
3553,Florida,2020/9/23,21299325,7674776,360.329541,48926,682370,2594,4465481,8.891073824,13782,64.71,203
3554,Florida,2020/9/24,21299325,7732872,363.0571391,58096,684847,2477,4486459,8.856308497,13961,65.55,179
3555,Florida,2020/9/25,21299325,7798487,366.1377532,65615,687656,2809,4510107,8.817812994,14083,66.12,122
3556,Florida,2020/9/26,21299325,7864927,369.2571009,66440,690387,2731,4536325,8.778047145,14190,66.62,107
3557,Florida,2020/9/27,21299325,7910195,371.3824264,45268,692234,1847,4552877,8.751162266,14202,66.68,12
3558,Florida,2020/9/28,21299325,7929199,372.2746613,19004,692962,728,4560370,8.739369513,14207,66.7,5
3559,Florida,2020/9/29,21299325,7993421,375.2898742,64222,696171,3209,4585548,8.70929981,14313,67.2,106
3560,Florida,2020/9/30,21299325,8034148,377.2020005,40727,698051,1880,4594668,8.688550423,14488,68.02,175
3561,Florida,2020/10/1,21299325,8094054,380.0145779,59906,700602,2551,4616691,8.655761377,14619,68.64,131
3562,Florida,2020/10/2,21299325,8164667,383.3298473,70613,703212,2610,4639717,8.612868106,14730,69.16,111
3563,Florida,2020/10/3,21299325,8222917,386.0646758,58250,705965,2753,4661868,8.58533535,14803,69.5,73
3564,Florida,2020/10/4,21299325,8272347,388.3854066,49430,707751,1786,4680415,8.555625145,14845,69.7,42
3565,Florida,2020/10/5,21299325,8307712,390.0457878,35365,709157,1406,4694809,8.53612884,14886,69.89,41
3566,Florida,2020/10/6,21299325,8350705,392.0643025,42993,711358,2201,4713453,8.518538255,14945,70.17,59
3567,Florida,2020/10/7,21299325,8411529,394.9199799,60824,713902,2544,4737004,8.487184672,15084,70.82,139
3568,Florida,2020/10/8,21299325,8482940,398.2727152,71411,717148,3246,4763745,8.454002975,15254,71.62,170
3569,Florida,2020/10/9,21299325,8552582,401.5423963,69642,720001,2853,4789241,8.418522032,15372,72.17,118
3570,Florida,2020/10/10,21299325,8575105,402.5998476,22523,720001,0,4789241,8.396410306,15372,72.17,0
3571,Florida,2020/10/11,21299325,8680909,407.567329,105804,725415,5414,4816040,8.356440552,15552,73.02,180
3572,Florida,2020/10/12,21299325,8717711,409.2951772,36802,726934,1519,4831259,8.338587962,15599,73.24,47
3573,Florida,2020/10/13,21299325,8771490,411.8200929,53779,729591,2657,4854675,8.317754452,15722,73.81,123
3574,Florida,2020/10/14,21299325,8824105,414.290359,52615,732399,2808,4873615,8.299980565,15788,74.12,66
3575,Florida,2020/10/15,21299325,8887690,417.2756648,63585,735685,3286,4898533,8.277572688,15932,74.8,144
3576,Florida,2020/10/16,21299325,8965336,420.9211325,77646,739050,3365,4925248,8.243416644,16030,75.26,98
3577,Florida,2020/10/17,21299325,9042143,424.5272092,76807,743018,3968,4951619,8.217277696,16118,75.67,88
3578,Florida,2020/10/18,21299325,9095257,427.0209032,53114,745492,2474,4967372,8.196491864,16168,75.91,50
3579,Florida,2020/10/19,21299325,9131321,428.7141024,36064,747183,1691,4982556,8.182638635,16222,76.16,54
3580,Florida,2020/10/20,21299325,9189623,431.4513723,58302,750739,3556,5007558,8.169421096,16308,76.57,86
3581,Florida,2020/10/21,21299325,9221524,432.9491193,31901,752845,2106,5007558,8.163997621,16308,76.57,0
3582,Florida,2020/10/22,21299325,9318880,437.5199684,97356,758306,5461,5053848,8.137308346,16470,77.33,162
3583,Florida,2020/10/23,21299325,9411692,441.8774773,92812,761924,3618,5093972,8.095505038,16544,77.67,74
3584,Florida,2020/10/24,21299325,9532175,447.5341355,120483,766305,4381,5161810,8.039141119,16620,78.03,76
3585,Florida,2020/10/25,21299325,9582390,449.8917219,50215,768653,2348,5174087,8.021516553,16632,78.09,12
3586,Florida,2020/10/26,21299325,9638950,452.5472051,56560,771989,3336,5202736,8.009057003,16652,78.18,20
3587,Florida,2020/10/27,21299325,9703491,455.5773951,64541,776215,4226,5215423,7.999337558,16709,78.45,57
3588,Florida,2020/10/28,21299325,9774192,458.896796,70701,780220,4005,5249957,7.982450109,16775,78.76,66
3589,Florida,2020/10/29,21299325,9855604,462.7190768,81412,784331,4111,5284167,7.958223565,16854,79.13,79
3590,Florida,2020/10/30,21299325,9943626,466.851696,88022,789714,5383,5284167,7.941911733,16927,79.47,73
3591,Florida,2020/10/31,21299325,9979348,468.5288384,35722,791997,2283,5334795,7.936360171,16969,79.67,42
3592,Florida,2020/11/1,21299325,10086898,473.5782941,107550,796802,4805,5379089,7.899376002,16997,79.8,28
3593,Florida,2020/11/2,21299325,10126764,475.4499967,39866,801371,4569,5399014,7.913396619,17043,80.02,46
3594,Florida,2020/11/3,21299325,10182460,478.0649152,55696,805924,4553,5419836,7.914826083,17099,80.28,56
3595,Florida,2020/11/4,21299325,10236958,480.6235878,54498,810256,4332,5436911,7.915007564,17131,80.43,32
3596,Florida,2020/11/5,21299325,10328997,484.9448046,92039,816376,6120,5474729,7.903729665,17170,80.61,39
3597,Florida,2020/11/6,21299325,10405346,488.5293783,76349,821526,5150,5504450,7.89523001,17224,80.87,54
3598,Florida,2020/11/7,21299325,10453650,490.7972436,48304,825906,4380,5519123,7.900647142,17311,81.27,87
3599,Florida,2020/11/8,21299325,10555504,495.5792731,101854,832525,6619,5557306,7.88711747,17333,81.38,22
3600,Florida,2020/11/9,21299325,10600474,497.6906076,44970,836370,3845,5573760,7.889930205,17391,81.65,58
3601,Florida,2020/11/10,21299325,10646926,499.8715218,46452,840652,4282,5593589,7.89572502,17460,81.97,69
3602,Florida,2020/11/11,21299325,10714303,503.0348614,67377,846321,5669,5620660,7.898983256,17512,82.22,52
3603,Florida,2020/11/12,21299325,10783307,506.2745885,69004,851825,5504,5641888,7.899478333,17585,82.56,73
3604,Florida,2020/11/13,21299325,10861776,509.9586959,78469,858585,6760,5664400,7.904646533,17659,82.91,74
3605,Florida,2020/11/14,21299325,10899389,511.7246204,37613,862990,4405,5691962,7.917783281,17704,83.12,45
3606,Florida,2020/11/15,21299325,11022168,517.4890754,122779,872810,9820,5726495,7.918678068,17734,83.26,30
3607,Florida,2020/11/16,21299325,11073495,519.89887,51327,877340,4530,5748137,7.922882523,17775,83.45,41
3608,Florida,2020/11/17,21299325,11150840,523.5302058,77345,884625,7285,5778913,7.93325884,17861,83.86,86
3609,Florida,2020/11/18,21299325,11237905,527.617894,87065,892352,7727,5812647,7.940554756,17949,84.27,88
3610,Florida,2020/11/19,21299325,11348596,532.8148192,110691,901234,8882,5854290,7.941370016,18030,84.65,81
3611,Florida,2020/11/20,21299325,11456461,537.8790642,107865,910065,8831,5892625,7.943683481,18110,85.03,80
3612,Florida,2020/11/21,21299325,11570159,543.2171677,113698,918240,8175,5931934,7.936278144,18152,85.22,42
3613,Florida,2020/11/22,21299325,11660928,547.4787581,90769,924614,6374,5973787,7.929163099,18214,85.51,62
3614,Florida,2020/11/23,21299325,11740720,551.2249801,79792,930728,6114,5997774,7.927350282,18310,85.97,96
3615,Florida,2020/11/24,21299325,11842707,556.0132539,101987,938830,8102,6043595,7.927494955,18383,86.31,73
3616,Florida,2020/11/25,21299325,11949292,561.0174031,106585,946956,8126,6081679,7.92478751,18482,86.77,99
3617,Florida,2020/11/26,21299325,11949292,561.0174031,0,946956,0,6081679,7.92478751,18482,86.77,0
3618,Florida,2020/11/27,21299325,12191982,572.4116609,242690,963751,16795,6167085,7.904793495,18596,87.31,114
3619,Florida,2020/11/28,21299325,12271258,576.1336568,79276,969813,6062,6197289,7.903126151,18677,87.69,81
3620,Florida,2020/11/29,21299325,12356348,580.1286191,85090,976944,7131,6227391,7.906413772,18736,87.97,59
3621,Florida,2020/11/30,21299325,12427765,583.4816362,71417,983370,6426,6256432,7.912685829,18834,88.43,98
3622,Florida,2020/12/1,21299325,12517482,587.6938354,89717,991910,8540,6295909,7.924197534,18916,88.81,82
3623,Florida,2020/12/2,21299325,12615881,592.3136531,98399,1001800,9890,6336387,7.94078511,19012,89.26,96
3624,Florida,2020/12/3,21299325,12735220,597.9166006,119339,1012456,10656,6376281,7.950047192,19112,89.73,100
3625,Florida,2020/12/4,21299325,12857097,603.6387069,121877,1022354,9898,6421830,7.951670583,19236,90.31,124
3626,Florida,2020/12/5,21299325,12986939,609.7347686,129842,1032552,10198,6464040,7.950695695,19327,90.74,91
3627,Florida,2020/12/6,21299325,13083521,614.2692785,96582,1040727,8175,6505237,7.954487175,19423,91.19,96
3628,Florida,2020/12/7,21299325,13175860,618.6045802,92339,1048264,7537,6536189,7.955943673,19529,91.69,106
3629,Florida,2020/12/8,21299325,13265616,622.8186104,89756,1056065,7801,6568361,7.960919418,19627,92.15,98
3630,Florida,2020/12/9,21299325,13363431,627.4110095,97815,1065476,9411,6606421,7.973072185,19716,92.57,89
3631,Florida,2020/12/10,21299325,13490464,633.3751891,127033,1076547,11071,6655188,7.9800591,19851,93.2,135
3632,Florida,2020/12/11,21299325,13621566,639.5304077,131102,1087956,11409,6698956,7.987011185,19977,93.79,126
3633,Florida,2020/12/12,21299325,13741998,645.1846713,120432,1098341,10385,6740796,7.99258594,20049,94.13,72
3634,Florida,2020/12/13,21299325,13845471,650.0427126,103473,1107103,8762,6770385,7.996138232,20133,94.52,84
3635,Florida,2020/12/14,21299325,13936200,654.3024251,90729,1115446,8343,6802567,8.003946556,20271,95.17,138
3636,Florida,2020/12/15,21299325,14022177,658.3390319,85977,1124742,9296,6837002,8.02116533,20365,95.61,94
3637,Florida,2020/12/16,21299325,14130578,663.428442,108401,1136024,11282,6876037,8.039472978,20490,96.2,125
3638,Florida,2020/12/17,21299325,14262140,669.6052574,131562,1149126,13102,6922831,8.057177955,20594,96.69,104
3639,Florida,2020/12/18,21299325,14394820,675.8345628,132680,1161953,12827,6966477,8.072021741,20690,97.14,96
3640,Florida,2020/12/19,21299325,14518063,681.6208025,123243,1173409,11456,7007106,8.082407412,20764,97.49,74
3641,Florida,2020/12/20,21299325,14611374,686.0017395,93311,1181549,8140,7041605,8.086501653,20861,97.94,97
3642,Florida,2020/12/21,21299325,14728047,691.4795187,116673,1192456,10907,7083114,8.096497791,20976,98.48,115
3643,Florida,2020/12/22,21299325,14833408,696.4262013,105361,1202660,10204,7120966,8.107779413,21052,98.84,76
3644,Florida,2020/12/23,21299325,14941870,701.5184754,108462,1213760,11100,7163174,8.123213493,21173,99.41,121
3645,Florida,2020/12/24,21299325,15093456,708.6354145,151586,1226530,12770,7210248,8.12623696,21295,99.98,122
3646,Florida,2020/12/25,21299325,15093456,708.6354145,0,1226530,0,7210248,8.12623696,21295,99.98,0
3647,Florida,2020/12/26,21299325,15281351,717.4570556,187895,1243118,16588,7260215,8.134869751,21437,100.65,142
3648,Florida,2020/12/27,21299325,15343992,720.3980408,62641,1250275,7157,7280442,8.148303258,21514,101.01,77
3649,Florida,2020/12/28,21299325,15407980,723.4022674,63988,1258315,8040,7300176,8.166644817,21613,101.47,99
3650,Florida,2020/12/29,21299325,15443777,725.082931,35797,1270063,11748,7332925,8.223784894,21718,101.97,105
3651,Florida,2020/12/30,21299325,15584370,731.6837505,140593,1283701,13638,7360958,8.23710551,21857,102.62,139
3652,Florida,2020/12/31,21299325,15703599,737.2815336,119229,1300528,16827,7405064,8.281719369,21990,103.24,133
3653,Florida,2021/1/1,21299325,15703599,737.2815336,0,1300528,0,7405064,8.281719369,21990,103.24,0
3654,Florida,2021/1/2,21299325,15950750,748.8852346,247151,1331059,30531,7473477,8.344805103,22210,104.28,220
3655,Florida,2021/1/3,21299325,16020601,752.1647282,69851,1341287,10228,7497498,8.372263937,22310,104.75,100
3656,Florida,2021/1/4,21299325,16095888,755.6994412,75287,1352222,10935,7520218,8.401040067,22415,105.24,105
3657,Florida,2021/1/5,21299325,16196076,760.4032522,100188,1367778,15556,7553989,8.44511967,22515,105.71,100
3658,Florida,2021/1/6,21299325,16310438,765.7725304,114362,1385040,17262,7592363,8.491740075,22647,106.33,132
3659,Florida,2021/1/7,21299325,16451278,772.3849465,140840,1404374,19334,7634493,8.536564758,22817,107.13,170
3660,Florida,2021/1/8,21299325,16592877,779.0329975,141599,1423510,19136,7676603,8.579042682,23011,108.04,194
3661,Florida,2021/1/9,21299325,16715694,784.7992366,122817,1438579,15069,7708406,8.606157782,23150,108.69,139
3662,Florida,2021/1/10,21299325,16817965,789.6008442,102271,1450620,12041,7744128,8.625419306,23261,109.21,111
3663,Florida,2021/1/11,21299325,16914911,794.1524438,96946,1461958,11338,7770903,8.643013256,23424,109.98,163
3664,Florida,2021/1/12,21299325,17031970,799.6483457,117059,1476484,14526,7811155,8.668897374,23585,110.73,161
3665,Florida,2021/1/13,21299325,17148040,805.0978141,116070,1490148,13664,7850188,8.689902753,23759,111.55,174
3666,Florida,2021/1/14,21299325,17282796,811.4245874,134756,1503529,13381,7887623,8.69957037,23981,112.59,222
3667,Florida,2021/1/15,21299325,17424558,818.0802913,141762,1519944,16415,7927422,8.722998885,24169,113.47,188
3668,Florida,2021/1/16,21299325,17546717,823.8156374,122159,1531830,11886,7963652,8.730009152,24380,114.46,211
3669,Florida,2021/1/17,21299325,17654084,828.8565013,107367,1542567,10737,8030300,8.737734566,24515,115.1,135
3670,Florida,2021/1/18,21299325,17728996,832.3736081,74912,1550444,7877,8052348,8.745244232,24657,115.76,142
3671,Florida,2021/1/19,21299325,17821375,836.7107878,92379,1560015,9571,8079342,8.753617496,24820,116.53,163
3672,Florida,2021/1/20,21299325,17910668,840.9030803,89293,1571840,11825,8106299,8.775998751,24965,117.21,145
3673,Florida,2021/1/21,21299325,18042225,847.079661,131557,1584442,12602,8144203,8.781854788,25128,117.98,163
3674,Florida,2021/1/22,21299325,18126056,851.0155134,83831,1597849,13407,8166392,8.815205029,25405,119.28,277
3675,Florida,2021/1/23,21299325,18295646,858.9777376,169590,1609953,12104,8215386,8.799651021,25561,120.01,156
3676,Florida,2021/1/24,21299325,18397824,863.7749788,102178,1619288,9335,8243060,8.801519136,25693,120.63,132
3677,Florida,2021/1/25,21299325,18477869,867.5330791,80045,1627830,8542,8268415,8.809619767,25849,121.36,156
3678,Florida,2021/1/26,21299325,18566269,871.6834454,88400,1637296,9466,8292405,8.818659258,26080,122.45,231
3679,Florida,2021/1/27,21299325,18631782,874.7592705,65513,1645507,8211,8311858,8.831720981,26249,123.24,169
3680,Florida,2021/1/28,21299325,18765200,881.0232249,133418,1656697,11190,8348124,8.828560314,26456,124.21,207
3681,Florida,2021/1/29,21299325,18819999,883.5960295,54799,1667442,10745,8359229,8.859947336,26685,125.29,229
3682,Florida,2021/1/30,21299325,19027767,893.3507048,207768,1682096,14654,8422340,8.840217562,26795,125.8,110
3683,Florida,2021/1/31,21299325,19157510,899.4421185,129743,1689700,7604,8461464,8.820039765,26915,126.37,120
3684,Florida,2021/2/1,21299325,19217006,902.2354464,59496,1695300,5600,8480485,8.821873709,27129,127.37,214
3685,Florida,2021/2/2,21299325,19326910,907.3954222,109904,1705632,10332,8512227,8.825166568,27269,128.03,140
3686,Florida,2021/2/3,21299325,19406606,911.137137,79696,1712326,6694,8533983,8.82341817,27472,128.98,203
3687,Florida,2021/2/4,21299325,19474886,914.3428724,68280,1720760,8434,8551797,8.835789847,27698,130.04,226
3688,Florida,2021/2/5,21299325,19651882,922.6528071,176996,1731931,11171,8596715,8.813054139,27913,131.05,215
3689,Florida,2021/2/6,21299325,19759916,927.7249866,108034,1739276,7345,8625391,8.802041466,28058,131.73,145
3690,Florida,2021/2/7,21299325,19849863,931.9479843,89947,1745744,6468,8652992,8.7947408,28161,132.22,103
3691,Florida,2021/2/8,21299325,19918981,935.1930636,69118,1751343,5599,8674916,8.792332299,28287,132.81,126
3692,Florida,2021/2/9,21299325,20010122,939.4721194,91141,1758254,6911,8699606,8.786822989,28526,133.93,239
3693,Florida,2021/2/10,21299325,20111479,944.2308148,101357,1765659,7405,8727283,8.77935929,28691,134.7,165
3694,Florida,2021/2/11,21299325,20233767,949.9722174,122288,1774013,8354,8758076,8.767586382,28871,135.55,180
3695,Florida,2021/2/12,21299325,20343123,955.1064646,109356,1781450,7437,8787274,8.757013365,29061,136.44,190
